model,prompt,domain,rater,relation,is_reversed,from_words,to_words
Llama-3.1-70B-Instruct,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,beat (1->2); attack (3->12); shoot (5->13); hit (11->54); question (14->24); threaten (17->25),speak (8->4); sing (16->5); discuss (21->11); chat (41->14)
Llama-3.1-8B-Instruct,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,beat (2->12); undress (7->26); interrogate (12->31); strip (15->23); tie (23->47),argue (21->3); discuss (19->6); speak (10->7); chat (36->10)
MiniCPM5-1B,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,shake (4->15); fight (11->89); pull (17->110); put (18->104),talk (1->1); play (7->2); discuss (6->3)
OLMo-2-0425-1B-Instruct,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,beat (3->5); search (7->20); question (9->50); shoot (10->18); shout (15->29); interrogate (16->32); yell (23->89),argue (2->1); discuss (17->4); chat (94->8); converse (102->9); whisper (118->13)
Olmo-3.1-32B-Instruct,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,beat (1->29); search (4->30); question (9->123); hit (14->80); drag (15->57); undress (18->96); tie (22->72),play (12->3); make (13->4); discuss (23->6)
Qwen2.5-0.5B-Instruct,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,fight (2->4); quarrel (11->13); beat (14->33); cut (17->55),play (1->1); argue (5->3); discuss (9->5); chat (15->8)
Qwen3-8B,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,shoot (9->9); quarrel (19->20); kill (21->41); attack (22->26),play (2->1); argue (4->2); discuss (-->-)
RedPajama-INCITE-7B-Chat,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,search (10->64); beat (23->85); question (27->52); strip (28->55),sit (6->1); set (24->3); feel (89->5)
SmolLM2-360M-Instruct,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,question (10->18); beat (17->108),talk (1->1); speak (2->2); discuss (12->3); whisper (20->9); chat (45->10)
SmolLM3-3B,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,beat (5->26); search (9->36); shoot (10->22); tie (17->43); interrogate (22->101),argue (3->1); discuss (15->5); debate (67->10)
Teuken-7B-instruct-v0.6,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,tie (6->25); shoot (15->38); hit (16->21); drag (19->32); frisk (21->168),question (8->3); interrogate (14->6); argue (31->7); play (17->12); speak (24->15)
Yi-1.5-9B-Chat,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,beat (1->23); undress (4->14); attack (7->42); search (9->29); tie (10->24); tear (22->49),talk (3->1); play (8->2); argue (23->7); dance (37->8); sit (68->10); drink (47->16)
beaver-7b-v1.0,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,beat (1->17); strip (8->11); attack (14->42); hit (15->57); shoot (20->41); throw (23->82),talk (2->1); move (16->3); speak (5->4); look (7->5); argue (21->15)
deepseek-llm-7b-chat,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,undress (11->15); drag (12->32); strip (17->26),talk (2->1); argue (23->5); play (35->22); laugh (34->25); discuss (54->27)
eleuther-pythia6.9b-hh-dpo,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,beat (4->6); undress (14->18); strip (18->21); hit (20->26); shoot (22->30),argue (1->1); talk (3->2); speak (8->5); ask (13->8)
falcon-7b-instruct,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,beat (1->3); search (3->29); strip (5->7); tie (6->43); undress (8->39); question (10->60); hit (14->48),play (13->1); speak (17->8); dance (90->10); sing (139->17); laugh (80->20)
gemma-2-9b-it,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,beat (1->3); attack (9->20); fight (10->12); shoot (11->51); interrogate (13->24); hit (15->48); question (17->41); drag (23->81),argue (12->1); talk (2->2); play (4->4); speak (5->5); sing (26->6)
glm-4-9b-chat-hf,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,beat (4->13); fight (14->17); search (17->50); shoot (25->39),talk (1->1); discuss (10->2); argue (11->3); chat (34->6); whisper (53->24)
granite-3.0-8b-instruct,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,beat (2->3); undress (4->9); strip (5->12); tie (6->30); pull (11->40); drag (16->87); push (22->49); rape (24->38),talk (3->1); speak (13->4); argue (27->5); play (9->6); sing (36->10); discuss (61->18)
jais-family-6p7b-chat,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,tie (2->19); search (3->15); question (5->36); interrogate (9->39); throw (11->16); strip (15->120); push (20->41); shoot (21->108); drag (23->98); yell (24->37); shout (25->107),talk (1->1); play (19->2); make (13->3); discuss (67->13)
neo_7b_instruct_v0.1,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,beat (2->17); shoot (14->36); fight (16->16); torture (18->84); attack (20->32); cut (21->23); question (23->35),argue (8->1); play (15->2); discuss (30->4); speak (24->10); sing (56->13)
kanana-1.5-8b-instruct-2505,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,undress (20->27); strip (23->31),play (2->1); argue (10->2); discuss (16->7); chat (30->9)
stablelm-2-1_6b-chat,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,undress (20->147),play (4->2); argue (7->3); discuss (16->4); whisper (28->5)
kanana-2-3b-instruct,Three men came into the room and started to,identity,2,Assault Softens To Sociability,0,fight (1->4); quarrel (12->58); kill (18->42),argue (2->1); talk (3->2); play (4->3); discuss (6->5); eat (17->6); sing (25->14); laugh (31->16); chat (24->17)
Baichuan2-7B-Chat,Three men came into the room and started to,identity,2,Violation Changes Register,0,beat (5->10); undress (9->34); strip (14->45); drag (23->83); tear (24->28),attack (48->7); question (36->18); shoot (31->20)
Olmo-3-7B-Instruct,Three men came into the room and started to,identity,2,Violation Changes Register,0,beat (2->14); search (3->20); shoot (9->49); remove (15->51); attack (17->56),tie (14->1); undress (7->3); bind (71->10); question (28->12); lock (130->18)
Mistral-7B-Instruct-v0.1,Three men came into the room and started to,identity,2,Violation Changes Register,0,undress (5->14); attack (9->11); strip (11->34); tie (13->49); search (14->16); torture (19->31),beat (1->1); fight (17->2); kill (52->10); rape (48->15); shoot (30->17); hit (24->18); brawl (166->23); rob (53->24)
recurrentgemma-9b-it,Three men came into the room and started to,identity,2,Violation Changes Register,0,beat (1->1); tie (4->22); hit (6->29); strip (7->50); undress (10->71); drag (15->126); throw (22->57); cut (23->67),assault (9->8); harass (34->13); torture (20->15); fight (18->17); threaten (71->19); shoot (29->20); mock (116->23); rob (33->28)
Lucie-7B-Instruct-v1.1,Three men came into the room and started to,identity,2,Assault Softens To Sociability,1,talk (1->4); play (2->2); work (5->9); discuss (10->13); clean (11->18); read (16->32),shoot (26->8); throw (38->12); search (40->14); beat (91->19); shout (50->20)
bloomz-7b1,Three men came into the room and started to,identity,2,Assault Softens To Sociability,1,take (1->2); move (2->12); put (4->13); remove (5->27); walk (8->22); look (15->15); help (17->65); carry (19->79); leave (20->31); examine (23->50); stand (24->38); climb (27->55); read (28->58),fight (78->3); beat (103->4); attack (163->10); strip (30->11); grab (71->16); yell (120->17); push (32->18); shoot (143->20)
falcon-mamba-7b-instruct,Three men came into the room and started to,identity,2,Assault Softens To Sociability,1,set (4->13); remove (5->26); move (6->12); work (7->22); clear (8->93); help (9->24); put (11->16); clean (14->14); lay (15->61); unload (17->50); carry (19->36); walk (22->23); gather (26->54); get (27->33); load (28->42),beat (23->1); fight (111->7); attack (41->8); question (35->9); shoot (50->11); hit (146->20)
Olmo-Hybrid-Instruct-DPO-7B,Three men came into the room and started to,identity,2,Assault Softens To Sociability,1,play (2->8); look (3->5); work (7->27); drink (8->15); take (9->11); make (10->13); dance (13->38); set (14->23); eat (18->41); get (19->40); do (21->31),beat (4->2); question (41->7); search (20->10); interrogate (94->14); hit (17->17); tie (59->18); threaten (135->19); poke (80->21); drag (64->22)
TinyLlama-1.1B-Chat-v1.0,Three men came into the room and started to,identity,2,Assault Softens To Sociability,1,talk (1->5); speak (4->10); move (11->13); chat (12->28); laugh (14->17); argue (16->21); walk (18->24); help (21->45); sit (23->65); sing (24->30); discuss (25->27),search (3->1); question (5->3); undress (9->7); strip (22->11); beat (29->14); tie (36->15); drag (30->20)
mpt-7b-instruct,Three men came into the room and started to,identity,2,Assault Softens To Sociability,1,talk (1->1); look (3->5); play (5->9); laugh (7->17); speak (8->8); make (11->23); sing (17->28); discuss (18->22); clean (20->26); work (23->39),beat (2->2); fight (9->6); attack (14->7); search (12->10); kick (31->15); tie (32->16); interrogate (25->24)
rwkv-raven-7b,Three men came into the room and started to,identity,2,Assault Softens To Sociability,1,take (3->7); look (5->11); remove (6->17); strip (9->34); pull (12->21); move (14->26); walk (15->22); go (19->30); unload (22->40); work (24->31); put (25->33),search (1->1); beat (2->2); attack (11->4); tie (10->5); shoot (8->6); hit (17->8); interrogate (13->10); rob (38->13); ransack (23->18); torture (47->19)
salamandra-7b-instruct,Three men came into the room and started to,identity,2,Assault Softens To Sociability,1,talk (1->1); play (2->2); argue (3->3); discuss (4->9); eat (5->33); work (7->10); tell (12->21); drink (13->65); sit (14->38); smoke (16->63); read (17->32); count (18->34); pull (20->39),search (47->5); fight (8->7); beat (33->11); cut (26->14); tie (72->15); rummage (105->25); question (131->26)
CT-LLM-SFT-DPO,Three men came into the room and started to,identity,2,,,,
internlm2-chat-7b,Three men came into the room and started to,identity,2,,,,
Qwen2.5-7B-Instruct,Three men came into the room and started to,identity,2,,,,
Tanuki-8B-dpo-v1.0,Three men came into the room and started to,identity,2,,,,
archangel_sft-dpo_pythia2-8b,Three men came into the room and started to,identity,2,,,,
Zamba2-7B-Instruct,Three men came into the room and started to,identity,2,,,,
llm-jp-3-7.2b-instruct3,Three men came into the room and started to,identity,2,,,,
OLMoE-1B-7B-0125-Instruct,Three men came into the room and started to,identity,2,,,,
glm-4-9b-chat-hf,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,locked (10->17); escorted (13->20),came (5->1); were (4->3); approached (20->6); became (17->7); tried (8->8); rushed (32->12)
falcon-7b-instruct,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,tied (4->63); strapped (6->131); restrained (13->129); pinned (22->142),had (1->1); were (3->2); took (7->4); tried (15->7); told (16->8); found (41->16)
Olmo-3.1-32B-Instruct,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,strapped (16->51); tied (17->60); restrained (19->45),came (1->1); dragged (5->2)
Zamba2-7B-Instruct,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,strapped (4->10); tied (9->18); injected (18->38),had (1->1); were (3->2); decided (17->3); held (6->4); tried (11->7); used (15->12); got (24->13); could (36->15); moved (34->19); carried (23->21)
Olmo-Hybrid-Instruct-DPO-7B,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,restrained (11->19); injected (13->58); strapped (19->110),would (1->1); were (2->2); tried (5->5); gave (6->6); used (14->10); did (15->11); made (18->12); called (23->15); told (25->18); became (22->20)
Tanuki-8B-dpo-v1.0,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,administered (9->10),gave (1->1); decided (4->4); asked (8->8); tried (10->9); told (11->11); changed (17->12); started (25->15); called (24->16); put (22->21); came (23->23)
falcon-mamba-7b-instruct,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,strapped (9->11); tied (16->19); wrestled (19->21); sedated (20->26),came (2->2); were (4->4); took (7->6); tried (10->7); called (15->12); went (17->13); gave (21->20)
Yi-1.5-9B-Chat,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,tied (9->9); forcibly (17->18); locked (19->20),would (1->1); had (5->2); tried (4->3); were (6->6); said (21->10); just (34->19)
Qwen3-8B,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,tied (2->8); restrained (3->6); strapped (6->37); injected (15->18); bound (17->53),had (1->1); put (9->2); were (5->3); took (8->4); came (7->7)
Teuken-7B-instruct-v0.6,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,tied (3->49); drugged (7->17); sedated (11->25); locked (17->39); forcibly (23->31); strapped (25->128),were (2->1); called (15->3); forced (12->4); tried (8->5); became (20->8); said (22->10); moved (41->15); reported (100->18); found (51->20); made (40->23); knew (63->27); thought (47->28)
llm-jp-3-7.2b-instruct3,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,locked (14->58); tied (17->29),became (30->1); called (7->5); grew (173->7); tried (12->8); came (19->11); thought (34->12); knew (62->13); could (27->14); decided (25->16); panicked (167->19); responded (84->22); left (46->24)
kanana-1.5-8b-instruct-2505,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,strapped (6->15); sedated (10->11); locked (14->28); tied (16->51); forcibly (22->22),would (1->1); had (7->2); tried (11->8); became (23->12)
granite-3.0-8b-instruct,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,strapped (10->14); tied (12->21); pinned (17->24),were (4->2); had (3->3); took (5->4); used (23->9); became (18->11); decided (43->12); called (37->18)
Llama-3.1-70B-Instruct,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,strapped (10->38); pinned (12->25); tied (18->35),would (1->1); were (4->2); had (6->4); tried (11->6); used (15->9); called (19->11); got (24->13)
eleuther-pythia6.9b-hh-dpo,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,strapped (19->23); administered (24->24),were (1->1); took (2->2); tried (8->6); brought (10->9); became (15->11); removed (13->12); threatened (21->15); forced (26->21)
internlm2-chat-7b,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,tied (6->8); restrained (13->21); strapped (15->25),had (1->1); came (7->2); tried (9->4); threatened (26->7); called (12->9); dragged (21->12); became (24->14); told (17->17); said (20->20); left (41->23)
Llama-3.1-8B-Instruct,When he refused his medication the orderlies,violence,1,Restraint Bleaching,0,restrained (7->7); tied (12->29); strapped (13->91); forcibly (23->75); injected (24->122); pinned (27->43),had (1->1); took (6->2); were (3->3); tried (10->4); would (9->6); just (37->14); told (25->16); got (34->18); thought (66->20)
kanana-2-3b-instruct,When he refused his medication the orderlies,violence,1,Impact Deflection,0,beat (3->23); threw (9->29); kicked (14->64); dragged (23->30),told (16->9); called (29->15); said (30->17); threatened (28->20)
AmberSafe,When he refused his medication the orderlies,violence,1,Impact Deflection,0,threw (6->63); beat (16->135); dragged (17->76); kicked (25->98),refused (24->2); ignored (51->6); informed (118->16); argued (135->19)
neo_7b_instruct_v0.1,When he refused his medication the orderlies,violence,1,Impact Deflection,0,beat (5->23); force (6->34); kicked (15->24); threw (24->38); pushed (25->54),said (34->11); resorted (26->14); told (39->15); insisted (64->16); attempted (31->22)
CroissantLLMChat-v0.1,When he refused his medication the orderlies,violence,1,Impact Deflection,0,beat (11->45); threw (20->30); threatened (22->22); forced (23->57),said (25->17); reported (56->19); demanded (52->20); accused (95->24)
OLMo-2-0425-1B-Instruct,When he refused his medication the orderlies,violence,1,Procedure Rupture,0,tied (5->7); strapped (12->48); restrained (15->31); stripped (21->35); locked (27->51),threw (16->2); beat (6->3); kicked (47->10); assaulted (127->15)
Olmo-3-7B-Instruct,When he refused his medication the orderlies,violence,1,Procedure Rupture,0,strapped (7->49); drugged (10->21),dragged (34->3); roughed (108->4); beat (22->10); slapped (67->14); threw (18->15)
salamandra-7b-instruct,When he refused his medication the orderlies,violence,1,Procedure Rupture,0,tied (5->9); restrained (6->10); locked (18->34); bound (22->56),dragged (11->8); beat (32->18); threatened (23->19)
Mistral-7B-Instruct-v0.1,When he refused his medication the orderlies,violence,1,Restraint Bleaching,1,would (2->11); held (4->13); came (6->9); tied (7->10); gave (19->19); forced (20->20); used (22->32),restrained (10->1); strapped (5->4); forcibly (24->8); subdued (32->12); pinned (17->15)
beaver-7b-v1.0,When he refused his medication the orderlies,violence,1,Restraint Bleaching,1,would (1->11); came (4->9); told (10->19); said (11->13); beat (15->24); called (17->27); threw (18->41),strapped (30->3); locked (12->5); tied (9->6); restrained (23->12)
Falcon-H1-7B-Instruct,When he refused his medication the orderlies,violence,1,Restraint Bleaching,1,took (1->5); had (3->6); were (4->7); came (6->15); gave (7->19); would (12->32); called (13->52); brought (21->30); told (25->41),restrained (2->1); strapped (10->3); forcibly (19->4); forced (11->8); administered (22->12); escorted (55->13); shoved (56->16); injected (41->21); subdued (50->25)
TinyLlama-1.1B-Chat-v1.0,When he refused his medication the orderlies,violence,1,Impact Deflection,1,told (11->11); said (21->33); called (22->22),kicked (6->1); threw (4->4); beat (14->6); forced (20->15); threatened (32->20); pushed (30->21)
Baichuan2-7B-Chat,When he refused his medication the orderlies,violence,1,Procedure Rupture,1,beat (7->14); threw (11->23),forced (14->6); locked (24->15); restrained (49->21)
stablelm-2-1_6b-chat,When he refused his medication the orderlies,violence,1,,,,
OLMoE-1B-7B-0125-Instruct,When he refused his medication the orderlies,violence,1,,,,
AquilaChat2-7B,When he refused his medication the orderlies,violence,1,,,,
rwkv-raven-7b,When he refused his medication the orderlies,violence,1,,,,
Qwen2.5-7B-Instruct,When he refused his medication the orderlies,violence,1,,,,
Falcon3-7B-Instruct,When he refused his medication the orderlies,violence,1,,,,
gemma-2-9b-it,When he refused his medication the orderlies,violence,1,,,,
Qwen2.5-0.5B-Instruct,When he refused his medication the orderlies,violence,1,,,,
MiniCPM5-1B,When he refused his medication the orderlies,violence,1,,,,
mpt-7b-instruct,When he refused his medication the orderlies,violence,1,,,,
RedPajama-INCITE-7B-Chat,When he refused his medication the orderlies,violence,1,,,,
Lucie-7B-Instruct-v1.1,When he refused his medication the orderlies,violence,1,,,,
SmolLM3-3B,When he refused his medication the orderlies,violence,1,,,,
CT-LLM-SFT-DPO,When he refused his medication the orderlies,violence,1,,,,
deepseek-llm-7b-chat,When he refused his medication the orderlies,violence,1,,,,
recurrentgemma-9b-it,When he refused his medication the orderlies,violence,1,,,,
Falcon-H1-1.5B-Instruct,When he refused his medication the orderlies,violence,1,,,,
bloomz-7b1,When he refused his medication the orderlies,violence,1,,,,
archangel_sft-dpo_pythia2-8b,When he refused his medication the orderlies,violence,1,,,,
SmolLM2-360M-Instruct,When he refused his medication the orderlies,violence,1,,,,
jais-family-6p7b-chat,When he refused his medication the orderlies,violence,1,,,,
AmberSafe,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,threw (6->63); beat (16->135); dragged (17->76); began (18->65); started (19->64); kicked (25->98),refused (24->2); ignored (51->6); told (13->9); informed (118->16); argued (135->19); didn (74->22)
CroissantLLMChat-v0.1,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,beat (11->45); brought (13->14); put (14->56); threw (20->30); carried (21->25); threatened (22->22); forced (23->57),kicked (24->12); found (35->13); reported (56->19); demanded (52->20); seized (46->21); accused (95->24)
Llama-3.1-70B-Instruct,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,held (5->8); strapped (10->38); pinned (12->25); beat (13->20); grabbed (14->16); dragged (17->24); tied (18->35),would (1->1); were (4->2); had (6->4); tried (11->6); used (15->9); called (19->11); got (24->13); at (30->14)
Llama-3.1-8B-Instruct,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,held (8->22); tied (12->29); strapped (13->91); forced (15->21); dragged (22->38); forcibly (23->75); injected (24->122); pinned (27->43),used (14->9); said (17->13); just (37->14); called (18->15); told (25->16); got (34->18); threatened (26->19); thought (66->20)
Lucie-7B-Instruct-v1.1,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,threatened (1->81); put (7->11); asked (11->22); beat (17->137); started (18->31); left (19->27); at (20->30),would (10->5); refused (15->7); have (86->12); are (128->14); will (131->21); found (72->23); decided (34->24)
MiniCPM5-1B,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,put (9->80); thought (11->136); tried (13->28); rushed (15->38); in (19->57); started (22->112),ordered (23->10); reported (54->13); to (106->16); proceeded (62->19); wrote (77->21); was (158->22); or (172->25); arrested (35->26); continued (84->27)
Olmo-Hybrid-Instruct-DPO-7B,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,put (9->24); restrained (11->19); injected (13->58); strapped (19->110),didn't (17->7); used (14->10); made (18->12); threatened (21->13); called (23->15); told (25->18)
Qwen3-8B,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,tied (2->8); restrained (3->6); held (4->10); strapped (6->37); dragged (13->42); injected (15->18); bound (17->53),put (9->2); were (5->3); took (8->4); forced (10->5); came (7->7)
Teuken-7B-instruct-v0.6,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,tied (3->49); drugged (7->17); sedated (11->25); locked (17->39); held (19->24); forcibly (23->31); strapped (25->128); dragged (27->137),called (15->3); became (20->8); said (22->10); intervened (162->14); moved (41->15); attempted (28->16); reported (100->18); found (51->20); knew (63->27); thought (47->28)
Yi-1.5-9B-Chat,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,put (7->14); tied (9->9); forced (10->13); dragged (11->12); held (16->25); forcibly (17->18); locked (19->20); threw (22->24),restrained (8->4); used (20->8); said (21->10); beat (15->11); just (34->19)
Zamba2-7B-Instruct,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,strapped (4->10); put (8->14); tied (9->18); dragged (14->24); injected (18->38); beat (19->28); forced (21->26),decided (17->3); increased (42->8); could (36->15); finally (43->16); pumped (44->17); moved (34->19); resorted (58->20)
bloomz-7b1,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,threw (7->36); dragged (13->13); threatened (15->18); sent (19->26); rushed (22->28),found (25->11); who (38->19); thought (24->21); will (87->22); could (49->23); refused (29->24)
deepseek-llm-7b-chat,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,dragged (7->15); tied (13->13); threw (14->36); threatened (24->29),at (5->2); tried (8->7); restrained (10->8); strapped (12->11); forced (18->12)
falcon-7b-instruct,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,tied (4->63); strapped (6->131); used (11->26); restrained (13->129); pinned (22->142); resorted (24->68); forced (26->32),tried (15->7); told (16->8); began (20->9); decided (18->12); said (17->14); found (41->16); became (25->17); brought (31->20); went (36->21)
glm-4-9b-chat-hf,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,dragged (9->50); locked (10->17); removed (12->43); escorted (13->20); forced (14->38); put (15->41),approached (20->6); became (17->7); rushed (32->12); stripped (21->13)
granite-3.0-8b-instruct,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,held (9->15); strapped (10->14); tied (12->21); put (14->19); pinned (17->24); beat (19->34),used (23->9); became (18->11); decided (43->12); called (37->18)
internlm2-chat-7b,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,held (3->16); tied (6->8); restrained (13->21); strapped (15->25); grabbed (19->47),threatened (26->7); dragged (21->12); became (24->14); locked (28->18); left (41->23); didn't (55->24)
kanana-1.5-8b-instruct-2505,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,strapped (6->15); sedated (10->11); forced (13->14); locked (14->28); tied (16->51); dragged (17->26),had (7->2); restrained (8->7); tried (11->8); became (23->12)
kanana-2-3b-instruct,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,beat (3->23); threw (9->29); put (12->32); kicked (14->64); dragged (23->30),found (18->7); told (16->9); did (22->11); called (29->15); said (30->17); who (31->19); threatened (28->20)
llm-jp-3-7.2b-instruct3,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,told (10->55); locked (14->58); forced (16->21); tied (17->29); placed (20->33); threw (24->106); removed (28->50),became (30->1); grew (173->7); thought (34->12); knew (62->13); decided (25->16); panicked (167->19); responded (84->22)
mpt-7b-instruct,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,beat (6->8); threw (9->13); forced (19->20); dragged (21->30); tied (26->51); attacked (28->46),called (18->10); decided (25->19); forcibly (33->22); could (42->25)
neo_7b_instruct_v0.1,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,put (3->6); beat (5->23); force (6->34); placed (9->26); kicked (15->24); tied (18->65); restrained (20->40); threw (24->38); pushed (25->54),called (33->9); said (34->11); resorted (26->14); told (39->15); insisted (64->16); decided (30->18); found (71->20); attempted (31->22)
salamandra-7b-instruct,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,tied (5->9); restrained (6->10); in (7->31); placed (9->27); forced (12->16); at (13->28); locked (18->34); threw (20->146); bound (22->56),called (16->6); went (42->17); left (85->20); became (58->22); reported (49->23)
stablelm-2-1_6b-chat,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,0,put (9->38); told (12->60); threatened (13->33); began (18->32); forced (19->22); threw (20->36); made (25->51),rushed (31->5); became (21->6); quickly (83->7); called (16->9); found (23->11); insisted (38->15)
Falcon-H1-7B-Instruct,When he refused his medication the orderlies,violence,2,Restraint Turns Clinical,0,held (8->14); would (12->32); called (13->52); at (17->50); brought (21->30); told (25->41); tied (27->49); beat (28->65),restrained (2->1); strapped (10->3); forcibly (19->4); grabbed (14->10); administered (22->12); escorted (55->13); shoved (56->16); physically (30->18); injected (41->21); pulled (49->23); subdued (50->25)
Mistral-7B-Instruct-v0.1,When he refused his medication the orderlies,violence,2,Restraint Turns Clinical,0,would (2->11); at (3->14); held (4->13); came (6->9); tied (7->10); in (8->21); were (9->16); and (14->78); brought (15->26); called (18->30); forced (20->20); used (22->32),restrained (10->1); strapped (5->4); dragged (11->6); put (12->7); forcibly (24->8); subdued (32->12); pinned (17->15); lifted (84->17); grabbed (21->18)
RedPajama-INCITE-7B-Chat,When he refused his medication the orderlies,violence,2,Restraint Turns Clinical,0,would (3->73); told (4->116); beat (9->53); gave (10->62); started (12->63); forced (13->25); said (14->65); brought (15->74); tied (16->21); threw (18->18); made (19->46); strapped (21->40); at (24->106); removed (28->90),picked (40->1); grabbed (23->2); carried (22->3); restrained (26->5); subdued (117->6); physically (57->7)
beaver-7b-v1.0,When he refused his medication the orderlies,violence,2,Restraint Turns Clinical,0,would (1->11); came (4->9); took (5->8); were (6->7); told (10->19); said (11->13); in (14->40); beat (15->24); called (17->27); threw (18->41); and (19->50); went (20->45); got (22->43); began (24->37); brought (25->31),strapped (30->3); locked (12->5); tied (9->6); restrained (23->12); held (27->14)
Baichuan2-7B-Chat,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,1,beat (7->14); told (8->13); threw (11->23); refused (12->17); came (18->25); at (19->24); brought (23->28); simply (25->43); called (26->46),forced (14->6); dragged (16->8); began (10->10); became (22->11); put (13->12); locked (24->15); restrained (49->21)
Falcon-H1-1.5B-Instruct,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,1,had (2->2); called (6->13); told (8->42); gave (11->11); got (13->25); asked (14->28); said (15->37); would (19->29); could (20->23); made (24->33),carried (25->5); found (12->8); put (16->9); sent (18->10); removed (17->12); rushed (45->16); didn (38->17); moved (41->18); wheeled (92->20); immediately (53->22)
TinyLlama-1.1B-Chat-v1.0,When he refused his medication the orderlies,violence,2,Coercion Recedes Into Talk,1,were (3->9); removed (5->16); put (8->17); carried (10->28); moved (12->26); and (16->24); brought (18->31); said (21->33),kicked (6->1); began (17->5); beat (14->6); tried (13->8); started (26->12); made (23->13); forced (20->15); became (48->19); threatened (32->20); pushed (30->21)
AquilaChat2-7B,When he refused his medication the orderlies,violence,2,,,,
CT-LLM-SFT-DPO,When he refused his medication the orderlies,violence,2,,,,
Falcon3-7B-Instruct,When he refused his medication the orderlies,violence,2,,,,
OLMo-2-0425-1B-Instruct,When he refused his medication the orderlies,violence,2,,,,
OLMoE-1B-7B-0125-Instruct,When he refused his medication the orderlies,violence,2,,,,
Olmo-3-7B-Instruct,When he refused his medication the orderlies,violence,2,,,,
Olmo-3.1-32B-Instruct,When he refused his medication the orderlies,violence,2,,,,
